Music Name,Artist,Music ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Duration_ms,Key,Mode,Time_signature,Popularity
Dry Bones,Robert Randolph & the Family Band,1yMi30cMRjkVWhrUYd6Flu,0.279,0.782,0.643,0.127,0.409,-9.511,0.0357,108.495,0.737,222253,9,1,4,6
Dumb Love,Mimi Webb,2Ms8MDDtYBw7M3K5F3EqPX,0.0296,0.569,0.422,0.0,0.0613,-5.856,0.0302,76.96,0.175,207068,0,1,4,61
Dust Devil,School of Seven Bells,4WfcgVDbMaoyaVFO10hNEr,0.000874,0.542,0.905,0.22,0.0921,-5.558,0.0393,123.03,0.262,362200,5,1,4,10
Dyed in the Wool,Circa Survive,7nYQFj0Kmtv4EjtbU7LNgu,8.48e-05,0.431,0.909,0.00136,0.847,-5.438,0.0536,135.052,0.236,298680,4,1,4,33
Dying,Stone Sour,7edSVWRNxfo0jLuzXqBkqJ,0.000472,0.515,0.821,8.4e-05,0.0943,-4.338,0.0754,87.979,0.52,181120,8,1,4,42
Dynamite,BTS,5QDLhrAOJJdNAmCTJ8xMyW,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737,199054,6,0,4,82
E.T.,Katy Perry,4kkeuVl6gF3RMqE4Nn5W3E,0.0178,0.602,0.863,0.0,0.389,-5.423,0.0773,150.183,0.732,206373,5,0,4,67
Early Christmas Present,Kate Nash,0ZPfYV0kHjDZcxkQaU9740,0.0222,0.561,0.924,0.0261,0.164,-5.493,0.0685,156.068,0.716,188187,9,1,4,13
Earth Passport,Liquid Blue,1oIBDETEPgoqCNTaU0ZcPp,0.00448,0.596,0.868,0.00012,0.419,-5.818,0.0651,125.089,0.47,244067,9,0,4,0
Easy,Troye Sivan,4XWaUb7mKRcJR5RPp4IIDr,0.00187,0.581,0.674,3.01e-06,0.128,-7.09,0.033,143.005,0.488,213572,8,1,4,63
Easy in the Summertime,Allison Moorer,20mqgmKfM7xU0w5mN5gDzH,0.952,0.374,0.251,0.0031,0.127,-11.103,0.0336,170.421,0.277,252560,0,1,4,3
Echo,Foxes,2Op4ZsPRRXDjbsYjoHEyg9,0.0837,0.642,0.689,0.0,0.186,-6.192,0.04,124.981,0.245,244680,4,0,4,26
Echoes,Young Guns,6AGXW6OB1aOpfDX1UM54CX,4.8e-06,0.517,0.919,0.156,0.2,-6.017,0.0366,127.958,0.244,206373,4,0,4,22
Eclipse (All Yours),Metric,3gqFA8IMet7nSWtYPiVlS2,0.764,0.451,0.325,4.25e-05,0.227,-11.558,0.0327,119.749,0.256,201722,11,1,4,49
El Camino,Frankie Ballard,7FkccGHykzYlzd4WoY37hA,0.00299,0.616,0.849,0.0,0.135,-4.867,0.0382,116.974,0.848,209787,7,1,4,30
El Dorado,Zach Bryan,7C1BLYzAvR0KdBpov3GpUZ,0.678,0.351,0.593,5.54e-05,0.117,-5.549,0.0267,92.263,0.358,182855,3,1,4,73
Elastic Love,Christina Aguilera,5OeNyft0TVKpCtF4YB8kgt,0.00936,0.662,0.861,3.88e-06,0.102,-5.883,0.136,125.934,0.608,213520,8,1,4,34
Elegy for Dunkirk,Jeff Beck,2mkbd5jMajJQtQknjXhAGG,0.954,0.161,0.187,0.853,0.363,-12.032,0.0378,72.488,0.0374,307600,11,0,3,25
Elevator,Alex Bloom,1q2obAfX4K60kCaVdbuStX,0.399,0.564,0.565,0.582,0.111,-9.782,0.0493,119.942,0.542,283070,1,1,4,6
Eleven Days,David Byrne & Fatboy Slim,5q4tf02Tcle5WaBZeAQZ4g,0.0769,0.837,0.854,8.93e-05,0.257,-6.786,0.0507,120.678,0.76,179253,10,1,4,27
Emancipate,Kelis,7cv0iYajJSbjy1MCCve463,0.251,0.503,0.872,0.0,0.561,-2.916,0.352,120.848,0.766,203267,7,0,4,11
Empire Ants,Gorillaz,3a6PN6BRB8PP3ms48s7kU1,0.181,0.601,0.772,0.0543,0.0928,-4.137,0.031,99.445,0.294,283573,0,0,4,70
Enchanted,Taylor Swift,3sW3oSbzsfecv9XoUdGs7h,0.012,0.505,0.532,0.0,0.149,-3.526,0.0265,81.907,0.216,353253,8,1,4,87
End of May,Michael Bublé,5HzoxUNy8KTnvPWJJWobiD,0.938,0.404,0.132,0.000957,0.0948,-14.092,0.03,100.889,0.235,233427,4,1,4,32
End Of Me,Apocalyptica,1Ye7F8n34xcdotZxt0z99O,0.000172,0.493,0.905,0.000879,0.102,-5.415,0.0332,90.014,0.321,208587,8,1,4,51
End of The Road,7dayBinge,64WULY6N6iCIbrPtxAkkdY,0.00326,0.536,0.948,1.99e-05,0.107,-3.648,0.0394,91.519,0.628,217387,4,0,4,1
End Times,Eels,6r7lxVyjMCGLkeh5Wgd4UU,0.956,0.304,0.209,0.000716,0.1,-15.039,0.0321,131.624,0.0671,176627,7,1,4,16
Endless Diamond,Devon Allman's Honeytribe,1tliCL832PFmjNJQKScam1,0.000819,0.448,0.79,4.48e-05,0.344,-4.053,0.03,75.857,0.456,285560,11,0,4,3
Endless Endings,The Dillinger Escape Plan,0Kvpr1OnKDLIXT3h26WchZ,1.14e-05,0.166,0.992,0.144,0.19,-3.371,0.253,176.074,0.188,152907,11,0,4,23
Enemy Gene,Of Montreal,3kcrwvL8VdmpsDCE3yI8KJ,0.00688,0.628,0.794,0.0366,0.195,-7.73,0.0313,135.994,0.447,217693,0,1,4,22
Enjoy Yourself,Billy Currington,1bFOhxT7Jlhx7sisBcmGvb,0.35,0.774,0.772,1.01e-05,0.0709,-3.651,0.0284,111.979,0.722,179187,10,1,4,25
Enter The Ninja,Die Antwoord,7vLHDdIIO862CZeRSx62mp,0.0552,0.693,0.801,0.0,0.111,-5.637,0.108,151.955,0.259,307813,8,1,4,56
Erase Me,Kid Cudi,6XkuklKiHYVTlVvWlTgQYP,0.063,0.687,0.631,0.0,0.108,-5.612,0.129,186.071,0.853,192253,9,1,4,72
Escape,The Devil Wears Prada,3HeNPdfuvCRBsYBgCrZhP8,0.00165,0.322,0.996,0.0123,0.202,-3.617,0.269,165.025,0.0355,285080,0,1,4,39
Even Angels,Fantasia,0g5HMIpIO92FFVSxsD8RqB,0.0256,0.611,0.584,1.2e-06,0.112,-7.629,0.0609,79.913,0.32,232640,1,1,4,34
Even This Shall Pass Away,Robert Plant,0qMtzWIn4WUsjAhkQ3RCDP,0.432,0.778,0.833,0.00223,0.335,-6.933,0.11,97.786,0.696,242733,0,1,4,12
Even Though,Morcheeba,5LubqaYniu0ovQctZgWOAr,0.127,0.68,0.556,0.251,0.384,-9.483,0.0271,107.987,0.483,260187,11,0,4,38
Evening Kitchen,Band of Horses,1Z94DVkRor1ZzFPICesOUt,0.97,0.335,0.15,0.000665,0.111,-12.53,0.0318,183.347,0.147,236933,5,1,4,33
Every Girl Like Me,Sugarland,3N8HSm8omnXEPUzRR7IqpC,0.0588,0.663,0.856,0.00431,0.0638,-4.855,0.0535,92.047,0.871,253760,5,1,4,26
Every Rose Has Its Thorn,Miley Cyrus,2GFAmPwmQByPEeWcjiR8AE,0.19,0.254,0.657,0.0,0.0952,-4.995,0.0385,151.045,0.352,228240,10,1,4,55
Every Subway Car,Barenaked Ladies,25mApJBnhYT6Zz28WDFkuw,0.00216,0.603,0.892,5.13e-06,0.13,-4.685,0.0351,130.015,0.803,229747,1,0,4,14
Every Time You Go,Ellie Goulding,23Sf3sg4zl4op3rAedJflk,0.0307,0.622,0.791,0.0,0.128,-5.404,0.0303,108.976,0.458,205427,5,0,4,26
Everybody,Logic,7cGFbx7MP0H23iHZTZpqMM,0.161,0.885,0.94,0.0,0.0675,-5.908,0.0913,110.005,0.773,162347,1,1,4,65
Everybody Drunk,Ludacris,4q3nmeNA5FsBj7vzhl6sgu,0.0406,0.888,0.646,0.0,0.325,-7.313,0.0911,122.798,0.192,250307,11,1,4,41
Everybody Hurts,Avril Lavigne,57gIhFXdJ5M9JuNDcbpcEk,0.00696,0.454,0.748,0.000351,0.117,-3.973,0.0281,101.52,0.358,221867,10,1,4,53
Everyone,Mitski,0Qd0X8VIMCpt0NnqvY9tmb,0.0382,0.637,0.393,0.139,0.0813,-9.407,0.0283,160.005,0.165,227104,9,1,4,53
Everything Is One Big Christmas Tree,Magnetic Fields,4iNWgE5JkuZfB2TrRmVFj2,0.908,0.637,0.511,0.339,0.135,-7.607,0.0428,116.448,0.611,144760,7,1,4,32
Everything to Lose,Dido,4O5WEKxaj4ETJznacc5806,0.0868,0.74,0.861,0.585,0.129,-6.241,0.0348,120.015,0.685,273427,5,0,4,40
Everything To Me,Mac Powell,67DUPHoUgcZaUsoOhDwBPW,0.386,0.519,0.7,0.0,0.0977,-4.776,0.0386,146.984,0.47,230000,6,1,4,26
Evil Boy,Die Antwoord,432yiJlrzL8KZPJbYzMttD,0.022,0.686,0.876,1.64e-06,0.0816,-3.862,0.265,140.119,0.417,297187,0,1,4,41
Express,Christina Aguilera,2oJEBne401XJAPfBXyDBwS,0.000287,0.727,0.573,0.00188,0.307,-7.029,0.0333,106.979,0.162,260040,6,1,4,50
Eye Candy,Josh Turner,4HCXFTi2AVkH0SpZKNCBfa,0.0275,0.557,0.905,0.000655,0.131,-5.166,0.0385,152.039,0.845,173747,9,1,4,32
Eye to Eye,Sheryl Crow,7yDK5rWPjVVVcKumpTPFww,0.0839,0.384,0.443,3.58e-05,0.076,-7.385,0.0359,123.918,0.151,234320,8,1,4,23
Eyes Wide Open,Gotye,6h2q5GhVc9itEB6NqOEMd4,0.194,0.597,0.873,0.0205,0.16,-6.114,0.0368,138.892,0.643,191253,5,1,4,47
Eyes Wide Shut,JLS,6qM1jtagCVVfS0weRqI1WX,0.00163,0.696,0.749,0.0,0.217,-6.244,0.0341,128.023,0.589,231227,0,1,4,55
Faceless,Red,05tn6MGYoFRaXPYQpZmPcc,1.92e-05,0.293,0.904,0.0,0.103,-4.155,0.0736,172.168,0.294,203520,11,0,4,51
Factory,Band of Horses,3wNti9PJJPrP9nF2ccsQvw,0.03,0.314,0.59,0.00408,0.16,-5.865,0.0334,121.186,0.129,275360,4,0,4,44
Fade Like a Shadow,KT Tunstall,2QH5Upsl8brza2OKoDp8xs,0.00234,0.582,0.953,5.92e-06,0.0875,-3.999,0.046,140.065,0.75,208342,0,1,4,21
Faded Memory,Francis Rossi,6ZZ5aHCqIc6lLu0o4pjTVm,0.139,0.625,0.663,0.0,0.458,-5.972,0.0277,144.264,0.879,177867,11,1,4,8
Fading,Rihanna,3IS0tPKRymmP8GwXeuLNn2,0.0481,0.697,0.742,3.08e-06,0.0887,-5.185,0.149,88.41,0.355,199667,6,1,4,47
Faith,The Weeknd,3orEOtd8CPL8GFlpRpKuoE,0.612,0.375,0.605,0.0448,0.147,-7.268,0.0729,175.946,0.128,283227,0,0,4,70
Faith in Love,Air Supply,6dPAOEKz7wYyl49nUxzajX,0.0273,0.545,0.863,0.0222,0.147,-4.148,0.0303,120.089,0.29,270173,9,1,4,10
Fall Again,Kenny G,0CRr0pecFIgaWmFAgTJGfD,0.261,0.54,0.492,0.000142,0.0924,-8.833,0.0317,79.948,0.359,254840,4,0,4,37
Fall For Your Type,Jamie Foxx,0hRPRbA2B1CYmGNhWhFjwF,0.394,0.593,0.393,3.24e-06,0.11,-11.736,0.0827,136.866,0.193,269533,1,1,4,54
Fall In Love,Bailey Zimmerman,0rCFRyEy4WXjRXNpO80Dzs,0.451,0.524,0.643,0.0,0.221,-6.055,0.0297,135.962,0.397,232059,9,1,4,79
Fall In Love (Your Funeral),Erykah Badu,58yWJFglBzvZ7Zao70lGtJ,0.492,0.815,0.441,4.38e-06,0.112,-7.805,0.11,91.861,0.772,366693,8,0,4,51
Fall Silent,Groove Armada,2vqT2KGNyJ2nZFZ7MN3Ze6,0.00277,0.59,0.588,0.0161,0.166,-6.148,0.051,125.276,0.266,272787,0,1,4,18
Fallin' and Flyin',Jeff Bridges,2Zhlrx4dh3GlYKsju4Qd0K,0.547,0.613,0.706,0.000193,0.21,-7.32,0.0255,137.415,0.87,182587,10,1,4,41
Falling Apart Together,Lee Brice,0fi3UCU8nELl3VnLIAbK4g,0.111,0.434,0.904,0.0,0.391,-3.429,0.07,153.871,0.735,225347,11,1,4,22
Falling Dove,Crowded House,5WrcUlxaJdzKVErYrxHYdE,0.59,0.533,0.453,0.0357,0.128,-9.677,0.03,92.382,0.132,275260,5,1,4,18
Falling In,Lifehouse,3oQLJ4CkXlnrFE13CTsk68,0.000679,0.653,0.85,0.0,0.0895,-5.071,0.0283,122.735,0.496,226280,7,1,4,49
Falling in Love,Ironik,0YSrpGFxN46zw8zNYaCj0d,0.0605,0.544,0.783,0.0,0.146,-6.664,0.0441,109.036,0.25,218973,3,1,4,34
Falling In Love Again,Robert Plant,33qEUPoWursHzsGC50Ea5b,0.766,0.474,0.436,0.000737,0.294,-10.446,0.0277,169.076,0.492,216160,10,1,3,19
Fallout,Queensrÿche,6yrnD4MbhZzwuz0nNibCwN,0.000403,0.404,0.986,0.538,0.123,-0.794,0.0815,159.994,0.504,166072,6,1,4,15
Family Man,Lily Allen,2djUvMKV5x0sUAPdbk4HlJ,0.307,0.372,0.536,0.000437,0.117,-6.608,0.027,143.833,0.149,218773,7,0,4,33
Family Tree,Caylee Hammack,1BEg6z0Ffgj3nsYT9QUSP3,0.0153,0.685,0.854,0.00211,0.305,-4.611,0.0354,97.995,0.539,210171,0,1,4,34
Famous,Octavian,4fRLdKddgF9HlNqOqLAUWl,0.147,0.838,0.624,1.88e-05,0.105,-5.674,0.047,109.998,0.52,204301,1,0,4,47
Fancy,Iggy Azalea,3oiMJQAWVaxSubJ7b2VUtX,0.0904,0.912,0.716,0.0,0.0491,-4.141,0.0697,94.981,0.377,199938,10,0,4,68
Far Away,Katherine Penfold,4k2m9KRz2gJHak1hfDRZ1l,0.38,0.379,0.571,0.0,0.182,-8.431,0.125,77.521,0.142,254274,5,1,4,0
"Farewell, Mona Lisa",The Dillinger Escape Plan,1cl0UOf8sDMhp7t4V2sH9Z,0.00082,0.279,0.993,0.0814,0.225,-4.665,0.326,125.921,0.0381,323440,9,0,4,36
Farmer's Daughter,Babyshambles,7eeAi5LrRyfgP4FgP0BOuQ,0.0393,0.528,0.495,0.000527,0.363,-5.556,0.0279,88.122,0.339,305993,4,1,4,22
Fast As I Can,Stone Temple Pilots,1MjCvnob720XbcxplOpaL6,0.000194,0.481,0.965,1.62e-06,0.454,-4.755,0.0452,97.445,0.659,213587,0,1,4,13
Fast Car / Slow Traffic,Paul Weller,1fTMcNivxqQYUTDLZkYQQc,0.00309,0.529,0.798,0.564,0.0801,-7.073,0.0659,173.092,0.612,118307,3,1,4,4
Fear Campaign,Fear Factory,31fsgSMakzcWh6nmzJhstX,0.00014,0.534,0.953,0.000205,0.0461,-4.036,0.0654,102.98,0.151,293480,2,1,4,28
Fearless Love,Melissa Etheridge,5WETvGcDSUwU9N9KKXFFHr,0.00673,0.532,0.933,0.0,0.152,-3.673,0.0736,132.009,0.262,267667,2,1,4,16
Fears of a Father,Ed Harcourt,1ZE670vPxDUSPWKebBuS2K,0.777,0.394,0.414,0.0022,0.162,-8.113,0.0271,155.992,0.278,353600,4,1,3,0
Feel Like I Do,Drowning Pool,5bMQKJ1cr4HAtenEcELDTL,0.000347,0.383,0.989,0.0,0.32,-3.256,0.118,180.048,0.46,213133,9,1,4,41
Feelin' Good,Faithless,4xHG3NR25npbfBHFqEzIOA,8.4e-05,0.569,0.816,0.000427,0.322,-9.115,0.0345,127.992,0.857,193998,10,0,4,39
Felt Good On My Lips,Tim McGraw,2D2tn77f5ZrADmf8h4zR3t,0.024,0.56,0.869,2.94e-06,0.136,-3.804,0.0387,136.001,0.519,277400,3,1,4,48
Fembot,Robyn,4E2dSYVxXN0Bk6aihDrim3,0.000914,0.842,0.882,0.0112,0.0999,-4.96,0.0442,123.068,0.374,214307,2,1,4,31
Fiction,The xx,40Gp0YR5kj8vT7Z55YzTFM,0.693,0.785,0.362,0.411,0.0897,-13.785,0.0373,115.022,0.641,176480,7,0,4,59
Fifteen Miles Downriver,Tom McRae,7yiWXwo64OiEdWwoFttNkG,0.857,0.342,0.189,2.68e-06,0.101,-13.326,0.0626,195.229,0.234,276307,2,1,4,6
Final Exit,Fear Factory,4shSYI0AHlMhqV6LGHFamu,0.0397,0.315,0.756,0.00211,0.101,-7.724,0.0473,103.84,0.064,494133,5,1,4,30
Final Form,Everything Everything,6VOGKtzCHvdGlhdLrls72l,0.203,0.387,0.658,0.148,0.106,-8.298,0.0434,120.007,0.339,328560,4,0,4,32
Find The Beat Again,Sugarland,01CIneNCIcnT2h9TnAC2yN,0.0174,0.55,0.789,4.01e-06,0.111,-3.033,0.0326,141.607,0.89,179773,2,1,4,21
Find Your Love,Drake,4BycRneKmOs6MhYG9THsuX,0.0211,0.627,0.614,0.0,0.0286,-6.006,0.17,96.038,0.758,208947,6,0,4,69
Finding My Way Back,Jaheim,1wCJ3JIsNaJK0MYct4Kmrv,0.114,0.605,0.622,0.0,0.15,-5.133,0.0425,136.012,0.177,226693,0,1,3,54
Fire Flame,Birdman,2U0tVw78WKa3Xd9NhBEwMF,0.000679,0.652,0.7,0.0,0.184,-2.908,0.139,148.119,0.628,260413,8,0,4,40
Fire In Your New Shoes,Kaskade,54UBsZC5Qcpo4RmFvW16sK,0.0642,0.802,0.621,6.88e-06,0.0896,-5.763,0.0637,128.046,0.731,159107,2,0,4,37
Fire With Fire,Scissor Sisters,5iisd7hdraB6hwI47W2jz8,0.0174,0.586,0.776,1.37e-05,0.116,-5.046,0.0321,132.007,0.324,253173,1,1,4,43
Firework,Katy Perry,4r6eNCsrZnQWJzzvFh4nlg,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,0.648,227893,8,1,4,73
Fireworks,First Aid Kit,3qJImzh896FdKl5mJfpFaC,0.595,0.503,0.482,1.37e-06,0.108,-7.173,0.0247,92.567,0.243,254547,8,1,3,55
First Day Of School,Soulja Boy,48GwqRUqFpzlUhu3o1Mpnq,0.352,0.778,0.835,0.0,0.188,-4.652,0.0363,128.012,0.907,238240,6,1,4,27
First Kiss On Mars,Stone Temple Pilots,4kgrRq92IOsLVzOWpsXPt9,0.00692,0.561,0.835,0.00163,0.166,-5.116,0.0329,118.979,0.87,183387,7,1,4,25
First Time,Hozier,4LesrBswFnLcHmwDslst1q,0.177,0.439,0.652,5.17e-05,0.121,-7.158,0.0847,79.942,0.471,233173,1,1,4,70
Flash Delirium,MGMT,5esEbMt6LHtiha7cqsGdO7,0.0826,0.575,0.804,0.000363,0.0681,-3.933,0.0626,122.08,0.399,255907,9,0,4,48
Flashover,Klaxons,0O95HMBLGVc5ZAuXRXAE6J,0.000554,0.359,0.992,3.79e-06,0.394,-4.082,0.12,140.308,0.217,307031,10,1,4,10
Flat Of The Blade,Massive Attack,6zk1khryPZPj0fwcw4PoRO,0.745,0.36,0.347,0.0508,0.107,-13.945,0.0503,147.263,0.0913,330325,2,1,5,37
Fly,Avril Lavigne,7H0FsG1nPZbPBZ2DLWZCSk,0.521,0.605,0.583,0.0,0.117,-6.028,0.029,124.126,0.386,186548,6,1,4,41
Fly Over States,Jason Aldean,0dUsJqLL2gVO9SOQXtgCMd,0.069,0.487,0.736,0.0,0.114,-3.269,0.0327,81.577,0.184,218200,7,1,4,59
Flyin' High,ZZ Top,7vqII0lkPmqpRWkZdGrPrQ,0.0405,0.632,0.972,3.16e-06,0.592,-1.345,0.124,117.822,0.31,257773,6,1,4,31
Flying High,Chip,1oAXueVdXFCI8Ou0xexKIe,0.00243,0.387,0.912,0.976,0.29,-8.019,0.0338,149.974,0.7,196000,8,1,4,0
Flétta,Antony and the Johnsons,43G7nXQniJ2VPi0lArw7XJ,0.979,0.41,0.172,0.000103,0.107,-13.047,0.0469,122.892,0.214,263800,0,1,4,13
Focus,Bazzi,2FqqVHvC4eKrsk97vpMRid,0.00694,0.752,0.703,0.0,0.143,-5.268,0.0969,77.021,0.538,155134,1,1,4,62
Folk Bloodbath,Josh Ritter,6RStv8PwRNhPjFnvNLFWyL,0.0884,0.348,0.527,0.0,0.135,-6.763,0.0326,174.892,0.177,316240,0,1,4,22
Follow Me Down,3OH!3,2FFacXrPdJSPHopIathvd1,0.00232,0.779,0.671,0.000291,0.104,-8.524,0.0402,113.036,0.714,203800,0,1,4,34
Follow Us,Big Boi,0ta9KivWqjZbGSrCYb0D0y,0.2,0.575,0.921,0.0,0.256,-4.235,0.284,90.679,0.836,215133,11,0,4,25
Following the River,The Rolling Stones,5YBVKx51h8YouVHkpDM3A3,0.724,0.292,0.512,8.2e-05,0.159,-5.844,0.0275,141.411,0.25,291693,7,1,4,29
Fool For You,Zayn,6lvsJDZ7336YmpBzcNGhbe,0.281,0.52,0.513,0.0,0.0976,-7.208,0.0256,77.903,0.17,202213,7,1,4,68
Foolin' Around,Usher,0ZZ4nTGGQrNlTDbr0iPS3k,0.0706,0.581,0.537,0.0,0.234,-8.554,0.14,113.114,0.261,251120,10,1,3,41
For Annabelle,Band of Horses,3KsrZX4r73mVd9tBCSyI3y,0.0611,0.279,0.47,0.0,0.115,-6.39,0.0299,200.254,0.144,186133,2,1,3,33
For Another Day,Nikki Yanofsky,1912dzg0J8tEqJ4p30qVsn,0.83,0.703,0.283,0.0,0.115,-9.034,0.0273,105.048,0.226,172440,0,1,4,20
For Real,Sarah Buxton,6xnkAlgLdEkHsLZyfMDNKO,0.00139,0.57,0.863,0.0,0.108,-3.599,0.0347,115.908,0.265,229293,10,0,4,1
For The First Time,The Script,09ZcYBGFX16X8GMDrvqQwt,0.0328,0.396,0.629,0.0,0.183,-4.78,0.0287,173.794,0.358,252853,9,1,4,62
For the First Time (In a Long Time),Kid Rock,3yxVba7eA1ZKa7g1gZHGZ0,0.00582,0.657,0.834,0.0164,0.3,-3.832,0.0275,120.884,0.7,345800,7,1,4,27
Forever,Lil Baby,1T4k0sw0HldDg004Kw4Oct,0.414,0.462,0.251,0.0,0.201,-12.072,0.159,89.705,0.137,167977,4,0,3,72
"Forever and Ever, Amen",The Drums,6QOP5GN1J9jAQqpPWq39rz,0.0731,0.518,0.943,4.92e-05,0.609,-4.638,0.0428,150.042,0.603,267520,1,1,4,0
Forever Yours,Alex Day,0nxWkK4hqmVomTQjfMq9Tk,0.264,0.681,0.939,0.0,0.11,-5.915,0.0839,144.063,0.804,168632,9,1,4,18
Forget You,Cee Lo Green,7AqISujIaWcY3h5zrOqt5v,0.134,0.696,0.875,0.0,0.159,-3.682,0.0649,127.39,0.772,222733,0,1,4,65
Forgiveness,Santana,5F6Pc3sscxoS4RmV31iZo0,0.0419,0.279,0.533,0.812,0.39,-10.279,0.0321,128.182,0.146,442032,7,1,4,17
Foul Deeds,Pegi Young,1CUonKf9OfHeEZahutUHnY,0.469,0.474,0.313,2.41e-05,0.158,-10.895,0.0392,199.278,0.365,150960,0,1,3,0
Freak,Lana Del Rey,3sYDVtqO35oRSOIMx7dOqR,0.269,0.287,0.43,0.000579,0.32,-10.014,0.033,93.984,0.109,295093,5,0,4,70
Freak the Freak Out,Victorious Cast,3vu8NXAryXrNG8ICj71Buq,0.00129,0.689,0.858,0.0,0.0988,-3.185,0.061,140.022,0.51,234480,5,1,4,59
Free,Florence + the Machine,7H7SHw3YWXhb4zYqyoPNa1,0.00777,0.465,0.696,0.00196,0.142,-6.233,0.0363,174.806,0.0494,234858,10,0,4,68
Free Mason,Rick Ross,7DuVZVdHaFQIYg14VNykXi,0.0603,0.485,0.857,0.0,0.187,-5.148,0.41,86.426,0.424,247213,1,1,4,49
Freight Train,Alan Jackson,6oo0HD3mrcYtzApYeYsS4L,0.494,0.706,0.757,7.63e-05,0.116,-7.543,0.0323,120.967,0.69,279067,7,0,4,64
Frisky,Tinie Tempah,1jzqUU2XygNcoTNe9PfcsU,0.133,0.636,0.719,0.0,0.137,-6.036,0.18,81.894,0.451,295413,11,0,4,34
From a Sinking Boat,Magnetic Fields,1ZABYYp6z3nt3vbk5VXTyE,0.906,0.142,0.362,0.166,0.136,-10.311,0.0315,182.975,0.152,206933,9,1,3,13
From A Table Away,Sunny Sweeney,6WTJj7qXOh0XonzXAHUqGG,0.0393,0.547,0.805,1.75e-05,0.332,-4.34,0.0293,110.027,0.557,215333,8,1,4,44
G Walk,Lil Jon,55INbIoFKvcVUVLm2Ly6XI,0.108,0.617,0.873,0.0,0.4,-3.473,0.116,145.092,0.484,215053,6,0,4,25
G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,0R2yQJOFsKqS0SsgPdWqtP,0.0214,0.673,0.84,0.00259,0.321,-4.81,0.0535,123.077,0.398,218880,0,1,4,40
Gangsta,Kehlani,1W7zkKgRv9mrLbfdQ8XyH3,0.111,0.439,0.447,0.0,0.303,-8.318,0.0436,121.48,0.11,177029,10,0,4,74
Gave It All Away,Boyzone,5cddQy2IZCN0ZL8aeI1O3L,0.091,0.401,0.59,2.12e-05,0.105,-6.194,0.0347,74.942,0.325,267920,11,1,4,40
Gay Vatos in Love,Ozomatli,0Z7MiXwTmIqpGFXVhbMvCF,0.0219,0.159,0.825,2.9e-06,0.135,-3.043,0.0485,87.698,0.672,196120,0,1,4,3
Genesis,Pendulum,7wZtIGsr1acUjLQMPIpM9A,0.138,0.232,0.762,0.774,0.691,-6.485,0.0959,132.863,0.105,69560,10,0,3,37
Georgia Clay,Josh Kelley,26AGhzVb4qXRy1QBMR7lzG,0.0699,0.612,0.731,0.0,0.188,-5.022,0.0317,106.982,0.56,183760,6,1,4,32
Georgia Woods,Keith Urban,0TIk4vk0T7yQrlmvVBK74y,0.0281,0.517,0.843,6.12e-05,0.275,-8.884,0.0446,161.023,0.719,317067,5,0,4,23
Get 'Em Girls,Jessica Mauboy,0Q0gxKN8nOfkgAFoU7V00T,0.0182,0.666,0.804,0.0,0.167,-5.502,0.265,172.058,0.67,236853,9,1,4,26
Get Back Up,Barenaked Ladies,5K9rTYmHLFUtPhzuI5xjwh,0.0207,0.767,0.709,9.09e-06,0.115,-7.209,0.0375,87.993,0.891,182396,0,1,4,18
Get Better,Alt-J,6ZW6EW1Uf4iLL8O2VIaBNz,0.873,0.592,0.116,0.00531,0.0639,-19.498,0.047,106.086,0.466,351293,2,1,4,41
Get Higher,Paper Tongues,4RePNbgfiKfofgnSraUiuE,0.0082,0.52,0.953,0.0,0.201,-3.598,0.0591,139.998,0.426,270107,9,1,4,25
Get Off on the Pain,Gary Allan,0DJev1kGOCzaY8Ae3oQwH0,0.0225,0.385,0.888,3.7e-06,0.171,-4.51,0.0536,168.089,0.636,234307,0,1,4,41
Get Out Of My Car,Toby Keith,6pLGxfCwQbz8pYOhqDguFH,0.337,0.748,0.763,3.78e-06,0.0647,-6.055,0.0308,119.961,0.868,210627,7,1,4,30
Get Outta My Way,Kylie Minogue,2VZ5Vtjn16RThAvaFz3sJZ,0.019,0.581,0.907,0.00988,0.312,-4.844,0.0651,127.982,0.608,218160,6,0,4,58
Get Some,Lykke Li,5LbCx9z3eq83JVoJ74tnmt,0.0135,0.574,0.876,0.00776,0.336,-4.752,0.0696,101.678,0.611,202589,10,0,4,47
Getting Ready For Christmas Day,Paul Simon,2HdP1w6ug9kQjeCNZ5QVpQ,0.405,0.814,0.79,1.33e-05,0.28,-5.406,0.103,124.032,0.947,246720,2,1,3,44
Ghost,Justin Bieber,6I3mqTwhRpn34SLVafSH7G,0.185,0.601,0.741,2.91e-05,0.415,-5.569,0.0478,153.96,0.441,153190,2,1,4,88
Ghost in the Machine,B.o.B,16reakUNjt48eY9D9VfqyA,0.00121,0.468,0.559,0.0,0.0866,-6.138,0.027,79.962,0.113,293040,0,0,4,46
