Track Name,Artist Name,Release Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,Popularity
Wish I Knew You,The Revivalists,2015.0,0.649,0.718,0.0,-6.593,0.0,0.0261,0.142,0.0713,0.124,0.718,101.034,4.568216666666666,69
Withdrawals,Tyler Farr,2015.0,0.48,0.875,3.0,-3.867,1.0,0.149,0.117,0.0,0.234,0.335,147.914,3.73845,38
Wither,Tech N9ne,2015.0,0.67,0.86,1.0,-3.183,1.0,0.0493,0.201,0.0,0.097,0.116,130.016,4.72555,47
Without,Years & Years,2015.0,0.499,0.474,3.0,-6.935,1.0,0.0349,0.703,8.53e-06,0.0941,0.171,74.981,3.5088833333333334,29
Without End,Anti-Flag,2015.0,0.492,0.691,1.0,-6.333,0.0,0.0579,0.000679,3.89e-06,0.28,0.457,97.88,3.144,15
Wolves,Big Sean,2020.0,0.724,0.675,2.0,-5.267,1.0,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,3.3293,73
Woman (Oh Mama),Joy Williams,2015.0,0.722,0.765,1.0,-4.453,0.0,0.0631,0.0849,0.00126,0.177,0.583,127.996,3.6653333333333333,23
Woman In Red,San Fermin,2015.0,0.512,0.636,1.0,-7.644,0.0,0.0468,0.213,0.63,0.456,0.222,147.975,3.7322166666666665,24
Words Can Break Your Heart,Don Henley,2015.0,0.714,0.385,7.0,-9.632,1.0,0.0271,0.431,4.03e-05,0.125,0.192,103.05,3.67445,30
Working Girl,Little Boots,2015.0,0.802,0.692,5.0,-6.986,0.0,0.0933,0.132,0.00102,0.138,0.416,117.991,3.93725,6
World on Time,Trent Dabbs,2015.0,0.327,0.622,5.0,-9.062,1.0,0.0394,0.095,0.0815,0.309,0.685,193.887,2.7557833333333335,10
World Pleasure,Peace,2015.0,0.309,0.957,9.0,-4.775,1.0,0.165,0.0323,0.0637,0.381,0.468,103.984,6.38955,30
Worship,Years & Years,2015.0,0.673,0.805,4.0,-4.543,0.0,0.0395,0.0684,0.0,0.0855,0.6,117.982,3.6968833333333335,36
Worth It,YK Osiris,2019.0,0.749,0.535,5.0,-4.054,0.0,0.0638,0.517,0.0,0.0942,0.459,124.008,3.1542166666666667,69
Wow,Post Malone,2019.0,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,2.49245,84
Writing's On The Wall,Sam Smith,2015.0,0.261,0.302,5.0,-8.19,0.0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,4.649783333333334,67
Written in the Water,Gin Wigmore,2015.0,0.739,0.916,5.0,-2.624,0.0,0.195,0.112,2.5e-06,0.121,0.663,96.411,2.7746666666666666,46
WTF (Where They From),Missy Elliott,2015.0,0.932,0.819,8.0,-3.484,0.0,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,3.2128833333333335,52
WW1 Portraits,The Maccabees,2015.0,0.401,0.696,0.0,-7.521,1.0,0.0465,0.243,0.000203,0.151,0.269,180.015,3.3077833333333335,39
X-Ray Visions,Clutch,2015.0,0.43,0.996,2.0,-4.929,1.0,0.146,0.00759,4.81e-06,0.279,0.349,181.027,3.70225,43
Y2K Time Capsule,X Ambassadors,2015.0,0.606,0.591,5.0,-21.065,1.0,0.876,0.87,2.18e-05,0.484,0.618,83.942,0.5331166666666667,22
Yahweh,Stryper,2015.0,0.29,0.968,3.0,-3.156,0.0,0.0839,0.00258,0.0275,0.352,0.222,96.053,6.3544833333333335,36
Yeah Boy,Kelsea Ballerini,2015.0,0.589,0.809,3.0,-5.292,1.0,0.0376,0.231,0.0,0.0719,0.496,88.965,3.2402166666666665,54
Yes I'm Changing,Tame Impala,2015.0,0.373,0.609,0.0,-7.0,1.0,0.0316,0.108,0.000427,0.0755,0.354,179.955,4.511333333333333,71
Yes Man,Ben Folds,2015.0,0.233,0.253,11.0,-12.819,0.0,0.0331,0.858,6.54e-05,0.107,0.111,107.198,3.98445,21
Yesterday's Son,Lifehouse,2015.0,0.324,0.388,1.0,-11.261,1.0,0.0369,0.407,1.47e-05,0.0869,0.131,124.903,4.361433333333333,24
Yoga,Janelle Monáe,2015.0,0.74,0.546,7.0,-5.674,0.0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,3.6279833333333333,52
You & Him,John Grant,2015.0,0.796,0.675,0.0,-6.726,1.0,0.064,0.0183,0.000248,0.134,0.69,115.0,3.4362166666666667,8
You & The 6,Drake,2015.0,0.545,0.476,7.0,-7.444,0.0,0.284,0.168,0.0,0.13,0.223,154.362,4.415116666666667,61
You Against You,Slayer,2015.0,0.223,0.984,8.0,-6.422,0.0,0.103,0.000107,0.279,0.052,0.149,98.315,4.341783333333334,48
You and I Again,James Taylor,2015.0,0.457,0.269,4.0,-11.785,1.0,0.0313,0.846,0.00158,0.119,0.187,132.389,3.8817833333333334,25
You And I Alone,Daphne & Celeste,2018.0,0.536,0.56,8.0,-8.081,1.0,0.0548,0.0204,0.00847,0.0816,0.394,101.203,4.025333333333333,10
You And The Beach,Luke Bryan,2015.0,0.548,0.831,7.0,-4.724,1.0,0.0336,0.0885,0.0,0.139,0.547,143.943,3.31645,32
You Are My One Thing,Bethel Music,2015.0,0.434,0.435,4.0,-9.494,1.0,0.0274,0.0176,7.76e-06,0.106,0.14,129.952,4.978066666666667,35
You Can,Jamey Johnson,2015.0,0.755,0.391,0.0,-8.248,1.0,0.0772,0.426,0.0,0.113,0.57,124.1,2.8113333333333332,20
You Can Always Come Home,Alan Jackson,2015.0,0.52,0.561,4.0,-10.213,1.0,0.0367,0.127,0.00949,0.188,0.373,141.706,5.22155,42
You Can Never Go Home Again,Gangstagrass,2015.0,0.504,0.662,2.0,-8.422,1.0,0.227,0.0732,0.0,0.0968,0.688,82.035,4.37805,39
You Don't Miss a Thing,Bethel Music,2015.0,0.429,0.442,9.0,-10.657,1.0,0.0298,0.132,0.229,0.123,0.0889,129.939,7.682566666666666,39
You Found Me,Switchfoot,2018.0,0.6,0.8,11.0,-3.561,1.0,0.0304,0.004,0.0,0.187,0.414,92.012,4.126216666666667,35
"You Got Spirit, Kid",Coheed and Cambria,2015.0,0.528,0.96,2.0,-3.008,1.0,0.0707,0.00193,0.00343,0.328,0.329,130.991,4.1867,40
You Kill Me With Silence,Duran Duran,2015.0,0.578,0.638,3.0,-7.155,1.0,0.0286,0.00218,0.000181,0.157,0.385,160.043,4.442516666666666,20
#29 Strafford Apts,Bon Iver,2016.0,0.287,0.229,4.0,-14.678,1.0,0.0327,0.971,0.408,0.109,0.155,80.728,4.086666666666667,54
00000 Million,Bon Iver,2016.0,0.385,0.103,5.0,-17.051,1.0,0.0384,0.977,8.04e-05,0.0845,0.297,126.996,3.8997,50
1 Night,Mura Masa,2017.0,0.864,0.602,8.0,-6.102,1.0,0.0513,0.268,5.97e-06,0.0732,0.596,113.027,3.46155,48
100% Or Nothing,Primal Scream,2016.0,0.524,0.96,7.0,-2.759,0.0,0.0426,0.00268,0.000189,0.106,0.641,125.134,3.9028833333333335,13
12 Bar Blues,Aaron Lee Tasjan,2016.0,0.473,0.383,2.0,-11.199,1.0,0.0496,0.793,0.000388,0.106,0.498,95.488,5.071633333333334,31
13 Voices,Sum 41,2016.0,0.178,0.91,4.0,-4.888,0.0,0.0514,2.12e-05,0.0631,0.0512,0.353,187.72,4.53795,40
16 Beat,Metronomy,2016.0,0.781,0.811,7.0,-11.863,1.0,0.0468,0.0184,0.546,0.0711,0.786,115.0,3.2671166666666664,34
16 Shots,Vic Mensa,2016.0,0.512,0.693,6.0,-7.099,0.0,0.368,0.219,0.0,0.104,0.127,93.385,5.76245,33
1944,Jamala,2017.0,0.809,0.506,3.0,-5.235,1.0,0.0565,0.596,0.00728,0.24,0.47,120.012,3.014,46
1973,Beth Orton,2016.0,0.81,0.654,0.0,-6.295,1.0,0.0339,0.0933,0.0,0.0961,0.68,115.024,2.8911166666666666,20
1st Day Out tha Feds,Gucci Mane,2016.0,0.87,0.427,4.0,-6.711,1.0,0.0694,0.00122,0.000274,0.114,0.634,138.013,3.0733333333333333,44
2 Minute Warning,Twenty88,2016.0,0.457,0.575,4.0,-7.723,0.0,0.156,0.106,0.0,0.496,0.422,150.096,4.66155,39
21 Questions,Waterparks,2016.0,0.686,0.639,3.0,-4.906,1.0,0.0336,0.533,0.0,0.166,0.694,99.947,3.76995,47
21 Summer,Brothers Osborne,2016.0,0.644,0.89,2.0,-6.993,1.0,0.0332,0.0246,2.57e-05,0.103,0.619,112.027,3.5731166666666665,60
2100,Run The Jewels,2016.0,0.684,0.801,0.0,-5.846,0.0,0.0441,0.0256,3.78e-06,0.0948,0.115,97.504,4.024,42
24 Hrs,Olly Murs,2016.0,0.518,0.749,4.0,-5.167,0.0,0.0284,0.00597,0.0,0.101,0.0738,151.979,3.4791166666666666,28
24K Magic,Bruno Mars,2016.0,0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,3.766383333333333,82
311215,Shura,2016.0,0.542,0.122,2.0,-20.024,1.0,0.0445,0.946,0.00118,0.152,0.0384,109.781,2.9026,11
"33 ""GOD""",Bon Iver,2016.0,0.469,0.392,4.0,-10.472,1.0,0.0418,0.83,0.0277,0.0937,0.322,133.33,3.55,57
33 Crows,Kula Shaker,2016.0,0.497,0.392,0.0,-10.979,1.0,0.0324,0.784,0.00709,0.175,0.463,95.937,3.082666666666667,6
333,Hellyeah,2019.0,0.514,0.997,5.0,-1.959,1.0,0.112,0.00066,2.87e-06,0.373,0.461,104.01,3.27645,36
4 Lane Gone,Colt Ford,2016.0,0.537,0.785,4.0,-6.426,1.0,0.0369,0.00638,0.0,0.119,0.761,82.995,3.8557166666666665,31
4 Your Eyez Only,J. Cole,2016.0,0.701,0.485,11.0,-10.305,0.0,0.364,0.367,6.31e-05,0.0852,0.496,78.863,8.83755,69
40 Oz. Dream,Good Charlotte,2016.0,0.737,0.766,2.0,-3.646,1.0,0.0397,0.00356,0.0,0.0506,0.819,111.982,3.3457166666666667,38
400 Bones,Frightened Rabbit,2016.0,0.384,0.338,2.0,-11.103,1.0,0.0343,0.278,0.258,0.0887,0.114,75.971,3.88955,23
"50,000",Sting,2016.0,0.552,0.712,2.0,-5.346,1.0,0.0287,0.0749,0.00158,0.0903,0.0879,112.058,4.291333333333333,26
6 Inch,Beyoncé,2016.0,0.516,0.637,6.0,-8.832,1.0,0.0632,0.0433,3.89e-06,0.11,0.324,138.011,4.3406666666666665,64
7,Catfish and the Bottlemen,2016.0,0.531,0.711,10.0,-4.933,1.0,0.0398,0.000204,0.00291,0.108,0.279,155.068,4.2717833333333335,68
80's Mercedes,Maren Morris,2016.0,0.593,0.792,9.0,-5.102,1.0,0.0464,0.00665,0.0,0.814,0.537,91.06,3.8067333333333333,21
9,Drake,2016.0,0.68,0.712,10.0,-7.184,1.0,0.0453,0.000803,0.000612,0.237,0.0379,100.009,4.263116666666667,66
96,Turin Brakes,2016.0,0.458,0.723,4.0,-8.056,0.0,0.0408,0.01,0.148,0.395,0.399,83.514,4.182666666666667,6
A Different World,Korn,2016.0,0.576,0.785,10.0,-4.873,1.0,0.0355,0.000389,0.0109,0.103,0.406,105.118,3.3493333333333335,59
A Guy With a Girl,Blake Shelton,2016.0,0.552,0.893,0.0,-4.593,1.0,0.0383,0.0158,0.0,0.105,0.777,163.948,3.157783333333333,61
A Little More Love,Jerrod Niemann,2017.0,0.451,0.889,5.0,-5.275,1.0,0.108,0.0103,6.46e-06,0.217,0.715,185.791,3.0137833333333335,32
A Little More Summertime,Jason Aldean,2016.0,0.482,0.823,9.0,-4.448,1.0,0.0662,0.0386,3.55e-05,0.0948,0.452,167.665,3.659116666666667,49
A Lonely Night,The Weeknd,2016.0,0.853,0.663,7.0,-6.955,0.0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998,3.66955,69
A Love Song,Lady A,2023.0,0.553,0.452,7.0,-5.43,1.0,0.0273,0.44,0.0,0.104,0.303,111.894,3.3516666666666666,48
A Place For Us,Fitz and the Tantrums,2017.0,0.689,0.923,7.0,-3.405,1.0,0.0379,0.0129,1.21e-05,0.214,0.649,99.017,3.5417833333333335,34
A Time To Buy,Katie Melua,2016.0,0.62,0.207,7.0,-14.309,1.0,0.0467,0.896,1.3e-05,0.113,0.482,79.116,3.525,36
A Whole Lot More to Me,Craig Morgan,2016.0,0.735,0.738,11.0,-5.259,0.0,0.0299,0.514,2.21e-06,0.292,0.521,107.985,4.24155,24
A Willie Nice Christmas,Kacey Musgraves,2016.0,0.622,0.636,0.0,-7.397,1.0,0.0352,0.775,0.000161,0.136,0.76,151.2,3.394,55
A Wonderful Life,Brian Fallon,2016.0,0.506,0.912,7.0,-3.816,1.0,0.0451,0.000507,0.0,0.353,0.841,122.073,3.1646666666666667,39
A-Yo,Lady Gaga,2011.0,0.518,0.709,2.0,-5.234,1.0,0.0476,0.075,0.0,0.0935,0.514,127.083,5.12245,60
A.D.,Hatebreed,2016.0,0.327,0.992,2.0,-4.512,1.0,0.128,0.000427,0.000138,0.0631,0.111,129.898,2.8477833333333336,46
A.I.,OneRepublic,2016.0,0.705,0.668,4.0,-7.279,0.0,0.0432,0.0744,0.215,0.114,0.261,118.007,5.163333333333333,36
Above Control,Warpaint,2016.0,0.619,0.594,10.0,-7.564,0.0,0.0329,0.196,0.913,0.105,0.534,131.997,5.09445,30
Absolutely,Ra Ra Riot,2016.0,0.596,0.888,11.0,-3.585,1.0,0.0378,0.000875,0.0,0.0861,0.727,102.015,3.7666666666666666,40
Action,Don Broco,2019.0,0.586,0.934,5.0,-2.951,1.0,0.293,0.00279,0.0,0.32,0.361,107.0,3.931416666666667,44
Addison Lee,Not3s,2017.0,0.578,0.612,9.0,-6.261,0.0,0.436,0.73,0.0,0.0879,0.487,134.242,2.990883333333333,49
Afraid of Heights,Billy Talent,2016.0,0.543,0.991,9.0,-2.78,0.0,0.0667,0.000168,1.31e-05,0.374,0.766,150.029,3.7613333333333334,40
After the Afterparty,Charli XCX,2016.0,0.653,0.794,7.0,-3.828,1.0,0.0894,0.121,0.0,0.365,0.645,93.008,3.658,51
Aggressive,Beartooth,2016.0,0.604,0.987,2.0,-3.577,1.0,0.223,0.000667,9.04e-05,0.37,0.287,119.014,4.1391333333333336,47
Agnes,Glass Animals,2016.0,0.55,0.518,1.0,-8.949,0.0,0.0246,0.0162,0.0286,0.114,0.233,165.033,4.5278833333333335,57
Alarm,Anne-Marie,2023.0,0.756,0.589,0.0,-5.093,1.0,0.233,0.0812,0.0,0.176,0.811,146.926,3.42655,0
Alaska,Maggie Rogers,2019.0,0.847,0.386,9.0,-10.668,0.0,0.0507,0.411,0.00176,0.108,0.178,104.001,3.1333333333333333,72
All Eyez,Game,2016.0,0.419,0.655,0.0,-6.679,1.0,0.247,0.0571,0.0,0.0962,0.353,76.835,3.5882833333333335,54
All Goes Wrong,Chase & Status,2023.0,0.438,0.782,6.0,-3.539,0.0,0.0504,0.0342,0.0,0.173,0.286,174.881,3.4208833333333333,0
All I Think About Now,Pixies,2016.0,0.251,0.575,8.0,-7.819,1.0,0.0311,0.00405,0.00135,0.15,0.218,185.731,3.122,70
All In My Head (Flex),Fifth Harmony,2016.0,0.689,0.791,0.0,-5.194,0.0,0.053,0.023,0.0,0.0526,0.755,95.04,3.50955,63
All Known Things,Eleanor Friedberger,2016.0,0.585,0.541,8.0,-8.357,1.0,0.0327,0.464,0.0482,0.128,0.441,137.986,5.119116666666667,5
All My Children,Gucci Mane,2016.0,0.804,0.303,0.0,-9.131,1.0,0.0686,0.177,0.0,0.177,0.0603,125.656,3.727333333333333,28
All the Pretty Girls,Kenny Chesney,2017.0,0.612,0.848,6.0,-3.736,1.0,0.0368,0.00916,0.0,0.366,0.719,120.996,3.548216666666667,64
All The Rage,Allie X,2016.0,0.678,0.734,0.0,-5.982,1.0,0.0422,0.00418,0.00235,0.248,0.846,108.006,3.10445,36
All The Way Up,Fat Joe and Remy Ma,2016.0,0.564,0.717,10.0,-6.403,0.0,0.397,0.097,0.0,0.493,0.423,117.489,4.747183333333333,59
All the Ways,Wet,2016.0,0.701,0.58,8.0,-7.015,1.0,0.0448,0.113,0.0172,0.0874,0.215,112.052,3.5873333333333335,36
All We Ever Knew,The Head and the Heart,2016.0,0.487,0.724,0.0,-5.905,1.0,0.0289,0.00224,1.03e-05,0.213,0.546,102.03,3.759333333333333,64
All We Know,Alessia Cara,2018.0,0.47,0.792,4.0,-4.788,1.0,0.0973,0.0483,2.08e-06,0.129,0.409,150.959,3.3948833333333335,37
All We Needed,Craig David,2016.0,0.381,0.36,7.0,-8.799,0.0,0.0304,0.452,0.0,0.11,0.153,81.292,3.61955,30
Alleluia,Jonathan Jackson + Enation,2017.0,0.436,0.456,9.0,-10.607,0.0,0.0292,0.502,0.0,0.153,0.387,95.013,4.30045,3
Almost,Thomas Rhett,2019.0,0.603,0.739,0.0,-6.173,1.0,0.0243,0.0208,0.0,0.4,0.505,99.979,3.1931833333333333,41
Alone I Stand,Killswitch Engage,2016.0,0.486,0.98,0.0,-3.208,0.0,0.0872,7.24e-05,0.000562,0.147,0.0848,97.014,4.492666666666667,40
Alpha Female,Wild Beasts,2016.0,0.527,0.637,5.0,-8.329,0.0,0.0872,0.0224,0.00656,0.114,0.839,107.633,3.742,28
Already Dead,Juice WRLD,2022.0,0.744,0.495,1.0,-6.311,1.0,0.0634,0.0216,0.0,0.111,0.128,83.51,3.853683333333333,72
Am I Savage?,Metallica,2016.0,0.295,0.944,0.0,-3.66,1.0,0.0519,2.1e-05,0.000822,0.0735,0.236,144.03,6.494383333333333,36
American Country Love Song,Jake Owen,2016.0,0.529,0.891,8.0,-4.36,1.0,0.043,0.0457,0.0,0.0942,0.329,104.031,3.3291166666666667,60
American Soul,U2,2017.0,0.58,0.801,4.0,-7.854,0.0,0.0577,0.0367,2.16e-05,0.261,0.371,130.024,4.362216666666667,39
American Valhalla,Iggy Pop,2016.0,0.693,0.579,0.0,-7.316,1.0,0.0647,0.432,0.463,0.151,0.814,109.83,4.643116666666667,23
Amerika,Wintersleep,2016.0,0.416,0.954,9.0,-5.286,1.0,0.0767,0.000849,1.31e-05,0.082,0.26,145.085,3.69815,39
An Act Of Kindness,Bastille,2016.0,0.402,0.843,2.0,-3.835,0.0,0.101,0.535,0.0,0.503,0.245,84.085,3.4711166666666666,40
Anahorish,Lisa Hannigan,2016.0,0.242,0.11,10.0,-14.777,1.0,0.0483,0.983,0.00143,0.216,0.0987,172.401,1.8473333333333333,16
And Then There Was You,Norah Jones,2016.0,0.47,0.0845,10.0,-20.204,1.0,0.0305,0.956,0.147,0.0825,0.15,84.625,3.0931166666666665,52
Angel Down,Lady Gaga,2016.0,0.294,0.321,9.0,-11.251,1.0,0.0317,0.8,0.0,0.109,0.0669,107.472,3.8191166666666665,48
Angela,The Lumineers,2016.0,0.668,0.563,4.0,-8.23,1.0,0.0305,0.649,0.000347,0.11,0.289,130.366,3.3631,68
Angelica,Wet Leg,2022.0,0.491,0.87,0.0,-5.138,1.0,0.0393,0.000141,0.000729,0.368,0.314,131.989,3.872,57
Angels In Chelsea,Rachel Platten,2016.0,0.579,0.669,6.0,-7.188,1.0,0.158,0.173,2.35e-06,0.098,0.548,170.062,3.935783333333333,31
Angels In This Town,Eric Paslay,2016.0,0.522,0.865,4.0,-4.432,0.0,0.0378,0.00199,0.0,0.362,0.733,86.034,3.02755,32
Animal Style,Biffy Clyro,2016.0,0.472,0.898,9.0,-2.503,0.0,0.0684,0.000448,0.0,0.142,0.635,139.728,3.5062166666666665,41
Annabelle,Macy Gray,2016.0,0.462,0.199,0.0,-17.775,1.0,0.059,0.746,0.00493,0.0588,0.428,71.965,5.183116666666667,18
Any Ol' Barstool,Jason Aldean,2016.0,0.539,0.722,4.0,-4.163,1.0,0.0282,0.314,0.0,0.117,0.497,143.78,3.3882166666666667,59
Anyone But Me,Joy Crookes,2020.0,0.618,0.421,11.0,-7.779,0.0,0.303,0.534,0.000456,0.104,0.338,143.954,3.0397833333333333,50
Anyone Who Knows Me,Eric Hutchinson,2016.0,0.585,0.669,4.0,-4.163,1.0,0.0387,0.036,0.0,0.105,0.357,83.978,3.443783333333333,23
Anywhere You Want to Go,Santana,2016.0,0.658,0.792,2.0,-8.668,1.0,0.0381,0.0208,0.012,0.075,0.42,126.508,5.080783333333334,22
Apocalypse,Jackie Evancho,2016.0,0.563,0.325,8.0,-6.188,1.0,0.0287,0.894,0.0,0.104,0.239,136.11,3.991016666666667,24
Are We Ready? (Wreck),Two Door Cinema Club,2016.0,0.601,0.75,2.0,-6.626,0.0,0.032,0.00512,0.00789,0.336,0.736,94.004,3.84755,53
Are You Lost in the World Like Me?,Moby,2016.0,0.369,0.922,0.0,-3.714,1.0,0.0347,2.64e-05,0.0114,0.147,0.14,159.965,4.448666666666667,16
Ascending,Jonathan Jackson + Enation,2017.0,0.356,0.808,2.0,-5.591,1.0,0.0699,0.000563,0.0,0.0747,0.337,92.063,3.888,1
Ascension,Gorillaz,2017.0,0.676,0.905,1.0,-2.569,1.0,0.147,0.594,0.0,0.154,0.519,152.186,2.59955,59
Ask Me How I Know,Garth Brooks,2021.0,0.662,0.525,1.0,-7.277,1.0,0.039,0.0566,0.0,0.111,0.357,72.441,3.558333333333333,32
Asking 4 It,Gwen Stefani,2016.0,0.702,0.722,0.0,-4.882,1.0,0.0444,0.0299,0.0,0.249,0.537,139.989,3.509116666666667,26
Astronauts,Rachel Platten,2016.0,0.71,0.783,3.0,-6.067,1.0,0.0705,0.285,2.43e-05,0.145,0.625,117.909,3.6173333333333333,35
At Night (I Think About You),MNEK,2016.0,0.555,0.871,7.0,-3.316,0.0,0.108,0.0135,0.0,0.0859,0.598,145.151,3.597,36
"At Night, Alone",Mike Posner,2016.0,0.0,0.0289,6.0,-30.748,1.0,0.0,0.326,0.0,0.243,0.0,0.0,0.17311666666666667,0
"Atlas, Rise!",Metallica,2016.0,0.419,0.994,9.0,-3.191,0.0,0.0596,3.28e-05,0.0192,0.0784,0.41,95.571,6.477083333333334,46
Auld Wives,Bear's Den,2016.0,0.546,0.71,11.0,-7.97,0.0,0.0283,0.252,0.0617,0.0834,0.253,94.989,4.6437,27
Aviation,The Last Shadow Puppets,2016.0,0.356,0.915,0.0,-7.187,1.0,0.0862,7.89e-05,0.000857,0.177,0.487,172.978,3.7319166666666668,55
B.E.D.,Jacquees,2018.0,0.739,0.536,1.0,-6.501,1.0,0.0587,0.00368,0.0,0.0968,0.193,122.022,3.935783333333333,75
Babe,Sugarland,2018.0,0.535,0.777,4.0,-3.292,1.0,0.207,0.0187,1.62e-06,0.136,0.664,171.72,3.5851166666666665,59
Babies,David Nail,2016.0,0.476,0.429,4.0,-10.684,1.0,0.0289,0.857,0.000235,0.101,0.263,136.874,3.40555,19
Baby Boy,Childish Gambino,2016.0,0.539,0.359,2.0,-9.812,0.0,0.0372,0.101,0.541,0.0899,0.721,200.082,6.368216666666667,62
Back Around,Olly Murs,2016.0,0.574,0.921,6.0,-3.309,0.0,0.168,0.00319,0.0,0.0685,0.675,102.073,2.9128833333333333,35
Back from the Dead,Skillet,2016.0,0.571,0.967,9.0,-3.717,1.0,0.0716,0.00642,5.8e-06,0.227,0.712,161.962,3.5597833333333333,61
Back From The Edge,James Arthur,2016.0,0.486,0.726,7.0,-4.441,0.0,0.0539,0.091,0.0,0.122,0.474,73.102,3.90245,52
Back to Life,Rascal Flatts,2018.0,0.467,0.701,4.0,-4.997,1.0,0.0302,0.191,0.0,0.0769,0.28,132.041,3.570316666666667,54
Back To The River,The Pretty Reckless,2016.0,0.248,0.948,9.0,-4.662,1.0,0.314,0.0368,0.0114,0.174,0.282,196.243,5.1306666666666665,37
Bacon,Nick Jonas,2016.0,0.709,0.698,1.0,-5.182,1.0,0.0799,0.0738,0.0,0.272,0.755,143.951,3.0491166666666665,50
Bad and Boujee,Migos,2017.0,0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.0,0.123,0.168,127.079,5.719166666666666,76
Bad Decisions,Benny Blanco,2022.0,0.762,0.861,0.0,-3.296,1.0,0.0955,0.0185,0.0,0.264,0.955,120.048,2.8785666666666665,73
Bad Habits,Ed Sheeran,2021.0,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,3.8457833333333333,84
Bad Things,Milky Chance,2017.0,0.804,0.5,0.0,-9.462,1.0,0.0657,0.535,0.000817,0.232,0.534,110.058,4.214883333333334,41
Bad Vibrations,A Day to Remember,2016.0,0.549,0.995,4.0,-4.141,1.0,0.17,7.69e-05,0.0,0.12,0.0602,128.083,3.563633333333333,48
Baggage,Drive-By Truckers,2016.0,0.504,0.579,0.0,-6.2,1.0,0.0254,0.178,2.89e-05,0.105,0.569,80.982,5.764,16
Bake Sale,Wiz Khalifa,2016.0,0.855,0.522,3.0,-5.54,1.0,0.226,0.196,0.0,0.1,0.355,139.917,3.9755,49
Baptized in Fire,Kid Cudi,2016.0,0.673,0.61,4.0,-8.386,0.0,0.191,0.606,0.0177,0.116,0.759,152.062,4.758666666666667,59
Bar at the End of the World,Kenny Chesney,2017.0,0.529,0.8,2.0,-3.726,1.0,0.031,0.00541,0.0,0.104,0.687,100.035,3.4551166666666666,48
Barmaid's Blues,The Honeycutters,2016.0,0.703,0.478,2.0,-9.28,1.0,0.0349,0.327,0.000423,0.116,0.271,122.992,6.83065,12
Battles,The Afters,2018.0,0.537,0.854,1.0,-4.256,1.0,0.0487,0.0112,0.0,0.102,0.428,104.013,3.935783333333333,42
Be Mean,DNCE,2016.0,0.7,0.748,9.0,-5.123,1.0,0.0707,0.0552,0.0,0.0676,0.522,93.996,3.5206666666666666,44
Beating Me Up,Rachel Platten,2016.0,0.66,0.849,11.0,-3.868,1.0,0.094,0.217,0.00209,0.184,0.316,120.034,3.1542166666666667,37
Beats To Your Rhythm,The Shires,2016.0,0.64,0.747,7.0,-6.109,1.0,0.0367,0.00193,4.13e-05,0.1,0.56,88.01,3.01245,25
Beautiful Broken,Heart,2016.0,0.495,0.901,2.0,-6.792,1.0,0.0935,0.00197,0.196,0.225,0.596,156.166,2.4273333333333333,28
Beautiful Thing,The Stone Roses,2016.0,0.642,0.724,0.0,-8.982,1.0,0.0516,0.000653,0.00837,0.0755,0.558,94.027,7.03845,27
Because I'm Me,The Avalanches,2016.0,0.472,0.805,8.0,-5.793,1.0,0.086,0.0491,0.0162,0.337,0.512,94.922,4.213333333333333,57
Bedroom Warfare,One Ok Rock,2017.0,0.652,0.904,1.0,-4.648,0.0,0.0335,0.000239,1.35e-06,0.104,0.708,133.98,3.36955,46
Been A Long Time,Mustard,2016.0,0.589,0.677,9.0,-6.829,1.0,0.453,0.16,0.0,0.478,0.727,96.111,2.4,28
Been To The Moon,Corinne Bailey Rae,2016.0,0.651,0.333,10.0,-9.838,0.0,0.105,0.812,0.00144,0.0699,0.207,95.099,4.07555,32
Befour,Zayn,2016.0,0.679,0.629,4.0,-7.981,0.0,0.0318,0.242,0.012,0.122,0.186,102.005,3.482,55
Beggin & Pleadin',Brandy,2016.0,0.556,0.671,8.0,-4.126,1.0,0.077,0.819,0.0,0.145,0.682,121.646,2.7979166666666666,29
Berlin Got Blurry,Parquet Courts,2016.0,0.592,0.8,7.0,-6.086,1.0,0.0285,0.0225,6.35e-05,0.17,0.838,138.759,3.4388833333333335,44
Better to Have a Drink to Think,Clarke:Hartnoll,2016.0,0.832,0.7,2.0,-10.09,1.0,0.0597,0.0601,0.000818,0.0433,0.82,121.997,4.2773,1
Between Wind And Water,Hael,2017.0,0.581,0.448,0.0,-7.885,0.0,0.0294,0.313,0.0,0.152,0.324,83.013,3.0722833333333335,43
