Music Name,Artist,Music ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Duration_ms,Key,Mode,Time_signature,Popularity
Who I Am With You,Chris Young,4u7KjVIQPdzGCcAwg4W5Kl,0.0983,0.466,0.702,1.29e-05,0.242,-4.308,0.032,150.309,0.47,191573,0,1,4,59
Who Needs You,The Orwells,2x4F1O1fGO6yj860N2Or0N,1.37e-05,0.3,0.88,0.0273,0.0746,-4.573,0.0465,207.92,0.563,199147,5,1,4,44
Who You Love,John Mayer,7IByJvSqRFltGyiiIiL4wn,0.813,0.694,0.351,0.00165,0.097,-10.92,0.0382,145.907,0.691,249933,9,1,4,64
Who's A Goofy Bunny Then?,Adam Ant,2zkzmNFeZTBMPMmRAMoIEM,0.198,0.643,0.12,0.0964,0.104,-18.203,0.034,132.344,0.165,264933,11,1,4,9
Whole Lot More Than That,Toby Keith,3zjf6QAUNIJxApjGAqLGHd,0.102,0.7,0.79,0.0,0.337,-3.741,0.0317,94.98,0.837,158667,0,1,4,20
Whom Shall I Fear (God of Angel Armies),Chris Tomlin,2VuwpxQR7rTPWkoLkpANdz,0.051,0.444,0.778,0.0,0.269,-3.037,0.0324,148.044,0.42,267906,0,1,4,60
Why Did You Marry?,Nataly Dawn,1ZYpPHvzrmMlRdDR9bcmBH,0.867,0.495,0.195,6.78e-06,0.108,-11.464,0.0326,128.317,0.0909,259560,5,1,3,8
Why God Made Love Songs,Joel Crouse,29BmtsadNYhlWDKpqyAnVr,0.0406,0.502,0.87,0.0,0.247,-4.377,0.0658,187.982,0.762,212347,0,1,4,17
Wild,Troye Sivan,2HWWsTZxnLSUdFZ4gjsP5N,0.0235,0.581,0.725,0.0,0.304,-5.349,0.0592,89.989,0.394,227872,0,0,4,53
Wild and Lonesome,Shooter Jennings,4pIUYp8zJk1yiBnjECHVAq,0.196,0.579,0.574,6.16e-06,0.0933,-8.734,0.0279,118.109,0.589,247320,3,1,4,30
Wild Child,Kenny Chesney,050iNgNKEUrJboOnH4Jhm6,0.475,0.586,0.633,4.29e-06,0.164,-7.688,0.0318,148.984,0.445,189800,3,1,4,47
Wild Heart,The Vamps,2FTcOYcsSglWsS1zThQRh9,0.000529,0.609,0.909,0.0,0.0699,-4.802,0.0311,119.016,0.812,191040,1,1,4,44
Wild Old Dog,Patty Griffin,31SfnvBaCEn6ZwhhBjbYtW,0.695,0.551,0.28,1.12e-05,0.104,-10.203,0.0352,135.002,0.341,287707,1,1,4,15
Wildfire,blink-182,0tqtKbtwBiWVllJEKDyv4n,0.00134,0.399,0.947,0.0,0.0705,-3.417,0.148,181.096,0.324,182680,9,1,4,39
Wingman,Billy Currington,35WhXOpwLh5fgADRHrbSIL,0.107,0.819,0.794,0.0,0.146,-4.418,0.0477,118.01,0.736,239307,1,1,4,22
Winter Dreams (Brandon's Song),Kelly Clarkson,7xAeFTiG6bfdrQSwRNJLgH,0.0408,0.633,0.511,0.0,0.263,-5.83,0.0278,80.968,0.381,202093,7,1,4,53
Wit Me,T.I.,1NTQbm1B08q3YW6AefylFo,0.233,0.754,0.6,0.0,0.437,-4.582,0.253,156.932,0.778,244533,5,0,4,44
Within,Daft Punk,7Bxv0WL7UC6WwQpk9TzdMJ,0.894,0.702,0.297,0.485,0.103,-14.116,0.0317,110.116,0.0676,228507,10,0,4,59
Without Me,Halsey,6FZDfxM3a3UCqtzo5pxSLZ,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.533,201661,6,1,4,83
Witness,Benjamin Booker,7qk0JiIuL72IDeADaj1nSY,0.106,0.395,0.769,0.0,0.127,-6.93,0.0464,170.829,0.318,177005,0,1,4,25
Woman's World,Little Mix,3QKI38J8BZcTTF1HusbUKh,0.144,0.456,0.671,0.0,0.121,-5.159,0.0567,163.828,0.164,217747,4,0,4,49
"Wonderful, Glorious",Eels,0BxZDSMpflhTU4Y32da8VY,0.00139,0.652,0.686,0.0654,0.0928,-5.917,0.0285,118.651,0.784,223933,6,0,4,24
Word Starts Attack,Johnny Marr,39tgynKn6h117DqRhdPGwO,0.000113,0.433,0.891,0.56,0.0496,-5.48,0.0403,125.545,0.575,209507,11,0,4,12
Words as Weapons,Birdy,7K4H981XtOLGZv3EmbAJpn,0.0459,0.644,0.845,0.000135,0.163,-6.343,0.0401,120.018,0.547,221661,11,0,4,30
Work Bitch,Britney Spears,3KliPMvk1EvFZu9cvkj8p1,0.155,0.629,0.824,0.000628,0.0651,-6.53,0.159,128.01,0.852,247960,9,1,4,71
World Ablaze,Big Sean,083BwqY9ytOa7IxhuK7wee,0.267,0.597,0.694,4.77e-06,0.0667,-4.903,0.0438,142.001,0.324,288360,5,0,4,28
World I Used To Know,Ryan Star,0qqyuFcDyHWpVAFPaDwLPO,0.147,0.591,0.558,0.000557,0.115,-7.998,0.0398,81.962,0.357,310278,8,1,4,6
Worship You,Kane Brown,4RN6OApAESI3Sh0gf5iuAM,0.388,0.63,0.496,0.0,0.088,-7.011,0.0329,78.024,0.387,205747,8,1,4,53
Worst Behavior,Drake,48RN2EOOyG2Gs5Pyla7ZJj,0.158,0.78,0.799,0.0,0.209,-6.359,0.15,109.944,0.414,270187,9,1,4,60
Wraith,Peace,2MTAH2XxKHQVkVOyrMLAYG,0.00758,0.548,0.809,0.000203,0.0995,-6.802,0.0418,114.982,0.323,196493,9,0,4,33
Wrapped In Red,Kelly Clarkson,5fclVBnzaGrbucvVMC228o,0.365,0.521,0.734,0.0,0.132,-4.668,0.0392,123.84,0.356,216907,7,1,4,66
Wrapped Up In a Carpet,Tribes,5UceHIdpiYp6BmyB5cq77b,0.0633,0.532,0.909,0.0,0.0961,-2.828,0.0316,136.512,0.639,178800,0,1,4,8
Wrath,Buckcherry,0c39OLg8VwiHWsGKSu6q3r,0.00351,0.462,0.963,0.0,0.173,-3.015,0.0531,90.002,0.485,233267,9,0,4,11
Wretched and Divine,Black Veil Brides,5rDepYuF9Cj003QFKOuOW2,1.04e-05,0.416,0.973,0.315,0.0931,-4.839,0.0911,93.98,0.0802,217773,7,1,4,47
WTH,Jhené Aiko,1kuNRcIImZO3vGTBAwSN06,0.321,0.412,0.486,1.05e-05,0.0947,-7.479,0.0599,89.222,0.464,199187,10,0,4,50
Wu-Tang Forever,Drake,5LAKjqbB5uurPpxFEicd9S,0.0474,0.836,0.427,0.0,0.101,-8.516,0.27,99.912,0.368,217680,8,0,4,60
X2,Queensrÿche,7fmGK3w2WEFGXAMQhwXC9B,0.00951,0.226,0.69,0.691,0.112,-13.408,0.16,130.345,0.119,69303,9,1,4,13
XO,Kelsea Ballerini,2sYJeORxYzEQItfa9VmiwZ,0.0537,0.676,0.746,0.0,0.357,-6.196,0.0328,109.044,0.58,174360,2,1,4,45
Y.A.L.A.,M.I.A.,12tA6w3I4PLAHunawPPfTW,0.121,0.79,0.916,0.000269,0.0513,-2.742,0.104,124.986,0.734,263813,1,1,4,46
Ya Hey,Vampire Weekend,1AmsqMwCRHj7BCtsZr7ZeY,0.168,0.581,0.65,0.000413,0.0945,-6.594,0.0533,91.983,0.502,312653,11,1,4,49
Yay Yay,ScHoolboy Q,4yj3tesNZ30996HdefOxG7,0.0836,0.784,0.641,0.0,0.102,-4.819,0.044,121.992,0.437,271773,9,1,4,48
Yayo,Snootie Wild,4xCuQcuFbzKlZbGi9J4DR3,0.0222,0.751,0.837,0.0,0.233,-5.954,0.0483,139.941,0.76,221160,5,0,4,43
Yeah,Joe Nichols,1RKgzcNwAb5Pnvt5uuqhQX,0.00637,0.404,0.845,1.34e-05,0.357,-4.647,0.049,165.703,0.591,231027,11,1,4,52
Year of the Dragon,Andrew Stockdale,37CXOZBwiJlpFJUFyp4aDn,0.0378,0.173,0.768,0.0,0.11,-10.27,0.0526,175.014,0.262,291061,1,0,4,4
Yellow Moon,Pearl Jam,4Ka1IL0p2YhEwH0fY1lAnk,0.0192,0.43,0.636,0.000597,0.117,-7.943,0.0298,152.003,0.297,230480,3,1,3,38
Yellow Raincoat,Justin Bieber,1b2RMdsbWK80VT7HJ58Ncl,0.708,0.783,0.375,0.121,0.0933,-9.59,0.0328,109.953,0.742,224107,10,0,4,32
You & I,One Direction,2afCBiru10AFckfOa49wIa,0.22,0.574,0.329,0.0,0.0986,-6.829,0.0274,130.993,0.356,237933,1,1,4,78
You & I (Nobody in the World),John Legend,55nlbqqFVnSsArIeYSQlqx,0.129,0.456,0.342,0.0,0.124,-8.162,0.0283,84.087,0.224,252653,11,0,4,62
You & Me,Disclosure,1snNAXmmPXCn0dkF9DaPWw,0.382,0.593,0.392,0.000114,0.131,-6.872,0.0257,75.065,0.25,282813,10,0,4,69
You (Ha Ha Ha),Charli XCX,6Eiu7cflRNm6pCSSo1XeE1,0.000742,0.5,0.902,0.137,0.164,-4.67,0.0718,91.059,0.619,186579,1,0,4,35
You Ain't Dolly (And You Ain't Porter),Ashley Monroe,5PzYLmot98U4kuAjmZYI3W,0.124,0.657,0.604,6.52e-05,0.126,-5.834,0.0272,126.95,0.797,243920,4,1,4,41
You Alone,Kutless,2OZuL15r3vNAMnYb4VxHMk,0.0154,0.241,0.911,0.0,0.153,-4.792,0.168,158.007,0.208,254763,11,1,4,16
You Already Know,Arcade Fire,0qtymhwMYML4RX6NTGjIIy,0.0307,0.325,0.923,2.48e-05,0.705,-4.552,0.104,177.173,0.572,239973,6,0,4,38
You Are,Montell Jordan,2JbBJWeZXDlRCqarOoaS6e,0.642,0.627,0.422,0.0,0.0938,-6.5,0.0814,83.949,0.56,255693,2,1,4,13
You Are Alone,The Flaming Lips,1V4BHR9M5Mw9RTt8clR24P,0.768,0.191,0.638,0.898,0.317,-7.671,0.0376,118.029,0.0415,225447,2,1,4,11
You Can't Be My Girl,Darwin Deez,70M1Qt9VCzYh4R8yfp2LMx,0.0059,0.558,0.83,0.0,0.0507,-4.089,0.0367,97.001,0.863,198495,9,0,3,14
You Changed,Kelly Rowland,5OL0HH0rTsiJNAMWonCF8F,0.355,0.721,0.505,3.67e-06,0.107,-6.944,0.186,89.979,0.553,236640,0,1,4,41
You Could Break a Heart Like That,Joel Crouse,6eMPjWt64vntbVXy1AegO0,0.0104,0.635,0.716,0.0,0.39,-5.507,0.0266,97.986,0.413,245880,2,1,4,2
You Don't Bleed For Me,Killswitch Engage,1vjD6Ubjf2tBr7oJYmkRiM,2.95e-05,0.385,0.983,0.373,0.318,-4.635,0.104,183.965,0.413,200960,11,0,3,34
You Don't Get Me Twice,Sleigh Bells,58YXXK8zEmzXtFGL8qZgG2,0.0146,0.562,0.847,0.00142,0.206,-3.384,0.285,168.067,0.57,163000,7,1,4,21
You Don't Have To Be Lonely,Sarah Darling,69gov1LIxTK2yMqdLBEBRX,0.307,0.63,0.446,2.65e-05,0.0692,-7.061,0.0266,98.915,0.356,230413,2,1,4,5
You Don't Know,Jill Scott,06eDGxZE3GHDAr6iqwJFXu,0.3,0.528,0.545,0.0021,0.0777,-7.971,0.0303,81.03,0.256,229333,3,1,3,26
You Don't Tell Me What To Do,Kris Kristofferson,2xjJTXJuHWpmlkov7Ch9mU,0.514,0.575,0.206,0.00374,0.188,-14.165,0.0332,93.366,0.357,214667,2,1,3,4
You Don't Wanna Know,Orianthi,2xakwjAR8ZklRixwMlNDkJ,0.00262,0.403,0.728,0.000448,0.448,-3.649,0.0566,83.922,0.472,220253,0,1,4,13
You Feel So Lonely You Could Die,David Bowie,4Fa9Vhl25HQy8CddpXJ37C,0.0402,0.362,0.632,0.0,0.254,-6.754,0.0292,80.1,0.374,277711,3,1,3,31
You Gave Up On Love (2.0),Boston,1X27FISPpWiYMkax14g16C,0.13,0.391,0.564,0.0,0.388,-9.136,0.0365,114.27,0.314,247800,6,1,4,18
You Got Me,G-Eazy,4ztaHDRJVuQe61KVCIpgqw,0.013,0.743,0.635,0.0,0.06,-9.735,0.269,94.867,0.55,207987,11,1,4,50
You Know,Laura Marling,6lDCPwQSvr5ZGhkt3jFvo0,0.826,0.347,0.192,0.00022,0.113,-17.927,0.0623,181.3,0.235,150880,0,1,3,32
You Know You Like It,AlunaGeorge,0OpcI3rARLsNWgVbPdwHD9,0.183,0.815,0.84,0.0843,0.0866,-4.331,0.107,122.988,0.587,304333,5,0,4,59
You Lust,The Flaming Lips,4idKgZX3vSMbH8TC3Gf1Q2,0.455,0.447,0.725,0.109,0.135,-7.695,0.0354,111.735,0.116,588951,6,0,4,14
You Make Me,Avicii,52RK8UVEDgUAgpecOpTQM3,0.00247,0.586,0.727,0.0107,0.152,-4.799,0.039,124.99,0.496,233347,6,1,4,67
You Remind Me Of You,Jack Johnson,2Ey6y1MP7KH78m4CHXqZU9,0.95,0.769,0.159,0.0143,0.109,-13.557,0.0369,118.697,0.547,144440,11,1,4,46
You Saved Me,The Winery Dogs,6fK2zsY3dLxkNMR7bxTWH5,0.0457,0.551,0.839,0.0182,0.116,-5.947,0.0346,97.982,0.181,313059,7,1,4,31
You Think You Know,Device,4ynbl7vMupf7oXvCGB4hEF,1.04e-05,0.368,0.936,0.0,0.0644,-3.999,0.164,178.731,0.165,219787,9,0,4,36
You Wanna Know,Don Broco,2T39zzU03Jpc7GKbPlGaXP,0.00677,0.562,0.904,0.0,0.217,-2.976,0.0572,108.504,0.47,199647,6,1,4,40
You Were Good,Jimmy Eat World,2mTdLqlnoccdoyKW2wVFJl,0.885,0.253,0.409,1.54e-05,0.0597,-11.441,0.0376,75.823,0.281,253800,6,1,4,20
You Will See Me,dan le sac Vs Scroobius Pip,07c43OGLWCRPkyKRP6qpBa,0.179,0.662,0.716,0.00366,0.16,-8.154,0.0458,116.984,0.377,335678,2,0,4,29
You Without Me,Gary Allan,4cs8SKrbcjbXISYLQpqqDf,0.144,0.286,0.585,0.000101,0.124,-8.038,0.0303,139.344,0.231,234707,7,1,4,30
You're Not Alone,Owl City,34kQZhLBgnNr2i6NvD61p6,0.057,0.631,0.63,0.0,0.172,-6.156,0.0302,84.011,0.366,235120,3,1,4,47
"You, My Everything",Ellie Goulding,0upxeRL8gIt5BIno6oCJ31,0.0453,0.509,0.899,0.0,0.219,-3.541,0.0376,166.039,0.466,209243,6,0,4,30
Young And Beautiful,Lana Del Rey,2nMeu6UenVvwUktBCpLMK9,0.262,0.324,0.416,3.69e-05,0.11,-8.92,0.0368,113.986,0.151,236053,11,0,4,87
Young Blood,Bea Miller,3UerZr7GF7qO2hQf6FwEbz,0.157,0.485,0.543,0.000329,0.103,-5.865,0.0641,171.848,0.114,220707,6,1,4,39
Young Legends,Sleigh Bells,5E24V70qXzdRG6nsnZb2ka,0.0572,0.559,0.953,3.12e-06,0.187,-2.498,0.129,199.97,0.822,170547,9,0,4,23
Young Lion,Vampire Weekend,1ZcI6ZPRjKhuF2fhxTCRGD,0.913,0.272,0.238,0.0194,0.115,-11.119,0.0402,180.838,0.363,105360,10,1,3,41
Young Love,Kip Moore,1jU8PY3PkrH9CyySlwjb3F,0.00398,0.419,0.621,0.000153,0.14,-5.616,0.0297,165.968,0.215,281080,0,1,4,42
Young Volcanoes,Fall Out Boy,3nSiB5WCF2pmRQrYSsteHv,0.00123,0.599,0.853,0.000504,0.37,-3.878,0.0365,94.997,0.676,204507,11,0,4,55
Your Body Is A Weapon,The Wombats,5VCOAW6rjaZvJrVB8x6Uau,0.000602,0.504,0.945,0.0,0.174,-3.409,0.0678,104.383,0.355,237880,0,1,4,35
"Your Drums, Your Love",AlunaGeorge,7IdTIjPXUc7bJQyabnmQiT,0.118,0.64,0.694,0.00172,0.121,-5.533,0.0649,90.045,0.479,219240,6,1,4,40
Your Fine Petting Duck,Devendra Banhart,7kvJv3I1eXt6CU3ueB9U3o,0.701,0.582,0.429,0.458,0.114,-11.095,0.0623,110.215,0.286,346267,5,0,4,40
Your Hallelujah,Leona Lewis,0SBwtZsilU33zWP4f4S8xv,0.951,0.271,0.161,0.0,0.0891,-10.13,0.033,148.947,0.167,254253,0,1,3,37
Your Life is a Lie,MGMT,0MVE8I80hHgzidIMT0wghI,0.248,0.527,0.968,9.78e-06,0.245,-0.94,0.0702,127.936,0.221,126013,0,1,4,36
Your Love,Nicole Scherzinger,7pAq1IXYZpL42HchCminu6,0.00646,0.66,0.797,0.000108,0.187,-6.096,0.0262,110.955,0.674,197440,5,0,4,56
Your Mama Should've Named You Whiskey,Luke Bryan,5xS4RuhuNfetyACONepwJf,0.0848,0.403,0.652,2.73e-05,0.1,-5.051,0.0413,199.818,0.208,224200,1,1,4,28
Your Touch,Blake Lewis,5ZYzaROQcMP8xRqS1IFbvg,0.0121,0.611,0.653,1.29e-06,0.0751,-7.279,0.0546,134.94,0.432,233800,5,0,4,28
#Selfie,The Chainsmokers,1HOlb9rdNOmy9b1Fakicjo,0.0135,0.789,0.916,8.09e-06,0.077,-3.262,0.249,127.956,0.658,183750,0,1,4,64
(Mortis),Kasabian,5MQtdFItPEMNkGfdMXGZfv,0.977,0.525,0.032,0.981,0.0849,-27.366,0.0444,70.082,0.0362,47840,2,1,4,9
(Shiva),Kasabian,1mjzuNKJ5QjjZIGlb3vZF7,0.915,0.156,0.109,0.717,0.117,-22.116,0.0521,107.097,0.0299,67467,0,1,3,10
0 to 100/ The Catch Up,Drake,4jtyUzZm9WLc2AdaJ1dso7,0.737,0.559,0.716,0.0,0.252,-3.964,0.39,176.618,0.504,275227,11,0,4,72
1%,Funeral for a Friend,1Z6V8qdAhVFNfgIzuygArg,6.38e-05,0.314,0.933,0.562,0.0521,-4.383,0.0714,107.703,0.19,222320,1,0,4,14
10 Million People,Example,4x1sTfUXhTPeNFAzq0iZrF,0.118,0.734,0.825,0.0,0.101,-6.355,0.0561,125.991,0.154,262773,5,0,4,11
"10,000 Towns",Eli Young Band,5bBrRCSZq988dGmlrK2Zym,0.0248,0.488,0.853,0.0,0.336,-3.969,0.0393,164.066,0.736,224093,2,1,4,23
1000hp,Godsmack,2DpLoT8qfJdZhsLGFg413r,3.94e-05,0.515,0.95,3.75e-06,0.0366,-3.918,0.0526,92.132,0.464,226467,2,1,4,60
11:11,Jordin Sparks,2yxFzVrb6jfzsf8vOLYkFH,0.743,0.511,0.418,3.37e-05,0.0977,-10.377,0.0396,123.856,0.0436,236000,4,0,4,13
16 Shades of Blue,Tori Amos,7l5LOW02SZNtzOBQnIj8Nh,0.719,0.466,0.345,0.0,0.0908,-13.351,0.112,98.23,0.262,228827,0,0,4,12
18,One Direction,3JjnGLK8IxkNLvo8Lb3KOM,0.22,0.681,0.582,0.0,0.119,-7.76,0.0313,124.038,0.221,248360,6,0,4,82
2 On,Tinashe,3jVtllWS5CFFWLQng8sKsr,0.15,0.742,0.595,0.0,0.111,-7.51,0.107,101.013,0.431,227000,9,1,4,75
25 Hours,Johnny Marr,3yc0J3BBgaTT9wfERLG0qC,0.000113,0.343,0.946,0.000167,0.0487,-4.86,0.0788,158.921,0.35,215787,7,0,4,15
30 Minute Break,The Luka State,216tPqHNnKZBIlAnXp8NGD,0.00142,0.31,0.927,0.0,0.212,-3.772,0.0641,168.131,0.645,176643,11,0,4,37
30 Years To Life,Slash,6xxAPSQwlvSCBH6TDhX9fR,0.000142,0.39,0.988,0.0,0.428,-3.136,0.109,171.798,0.469,308160,1,0,4,30
4 Digits,Mustard,0WtHRqsj9cIjU0vNcX02W6,0.0396,0.647,0.345,0.0,0.0963,-10.994,0.043,95.557,0.258,191413,10,1,4,36
4 Small Black and White Pictures of You,DEC3,0b8gF0UWCEc9qLka9fWVRj,0.00547,0.492,0.843,0.0,0.273,-3.73,0.0315,88.039,0.433,250813,2,1,4,0
4WP,Brad Paisley,16xlOFhGYb1eU8tz935AHf,0.147,0.547,0.754,0.000386,0.0981,-7.048,0.0435,155.952,0.645,206093,9,1,4,25
5 AM,Hamilton Leithauser,13Kzpte3VzxyfNqRkKAKlf,0.186,0.15,0.309,4.56e-06,0.18,-8.473,0.0319,72.117,0.113,204693,2,1,3,27
50 Shades of Crazy,Chase Rice,3tzdceac3QrbpAnZ6aaWMO,0.00031,0.519,0.97,0.0,0.104,-4.469,0.0422,151.984,0.774,190292,11,1,4,43
"50,000 Watts",Rosanne Cash,0DrY2OWdQc0gUGE8uMARj1,0.771,0.694,0.554,1.11e-06,0.178,-7.562,0.0288,114.008,0.628,178347,8,1,4,23
6 God,Drake,3a8tAZFJxlmBwOtrf5L1oC,0.0249,0.868,0.623,0.0,0.125,-8.595,0.101,105.446,0.498,180667,2,1,4,65
6 Words,Wretch 32,3eGD25ssc1q9tQXBO1EJC2,0.374,0.402,0.677,2.63e-05,0.121,-6.848,0.0659,114.299,0.37,216560,5,1,5,20
7/11,Beyoncé,02M6vucOvmRfMxTXDUwRXu,0.0128,0.747,0.705,0.0,0.126,-5.137,0.126,136.024,0.56,213507,9,0,4,71
74 Is the New 24,Giorgio Moroder,6ZZAWyuSScJwOMBXPDNa2Y,0.00133,0.551,0.838,0.933,0.28,-6.925,0.0328,128.008,0.523,241107,11,0,4,34
747,Lady A,7FmoaVp4QaMfNQwH6fcnsy,0.00548,0.583,0.882,0.0,0.128,-3.98,0.0395,139.991,0.463,207413,4,1,4,30
8 Good Reasons,Sinéad O'Connor,1rR5AIcFxtDFTfXIdHU7FN,0.351,0.66,0.467,4.19e-05,0.107,-10.222,0.0423,140.035,0.519,206880,5,1,4,40
8 Nights of Joy,Katherine Jenkins,0PI2mhyRn2V5qne4RAgtHT,0.215,0.436,0.413,0.0,0.278,-9.95,0.0261,104.883,0.134,268012,0,1,4,2
90 to Nothing,Mac Powell,39wNMV7OTw7xyykJWrqXKK,0.386,0.593,0.917,0.0,0.0802,-4.27,0.0668,107.918,0.765,142552,9,1,3,23
90s Music,Kimbra,7vWbM1oPbGsmOLkaThJRQk,0.00556,0.706,0.664,2.1e-06,0.622,-6.332,0.0992,77.485,0.555,216453,7,1,4,26
A Beginner's Guide to Destroying the Moon,Foster the People,0upcwsWXAgtSFAG72Ry9em,0.000257,0.515,0.913,0.00174,0.284,-4.345,0.0524,119.989,0.266,279680,8,1,4,55
A Better Tomorrow,Wu-Tang Clan,1OB7p2ulZT8Z8qkY5akeZB,0.0152,0.667,0.551,1.05e-06,0.677,-9.631,0.289,91.072,0.369,295200,11,1,4,43
A Dog's Life,Wild Beasts,3QeVwzmcQbAiXKsYMv9Qjt,0.743,0.56,0.182,0.629,0.117,-14.068,0.0295,100.046,0.304,201027,7,0,4,18
A Dozen Roses and a Six-Pack,Cole Swindell,3Ne1RRcRpIn2RBYyuidXcS,0.251,0.463,0.723,2.27e-05,0.199,-4.01,0.0294,149.877,0.266,269120,8,1,4,38
A Feather's Not A Bird,Rosanne Cash,2Sh2hbPAdqTftRmn6MItCx,0.598,0.711,0.583,0.000194,0.197,-6.258,0.0267,109.924,0.629,198200,0,0,4,38
A Guy Walks Into a Bar,Tyler Farr,16PNN9wK1LbedzcTp7y8y0,0.083,0.428,0.78,0.0,0.115,-3.472,0.0373,147.986,0.431,196000,0,1,4,56
A Little Bit of Me,Melissa Etheridge,18F8nkyPfuBKvHVhIeU6Ad,0.0364,0.56,0.936,4.84e-05,0.228,-5.824,0.0382,168.004,0.893,206275,2,1,4,9
A Little Bit of Your Heart,Ariana Grande,5lvnGiTAH9BVlJLHc0DXZz,0.692,0.439,0.322,0.0,0.103,-5.959,0.028,77.963,0.16,232587,9,1,4,62
A Little Memory,Josh Thompson,0yEE4RNHNdM3v4JwqqBMTw,0.248,0.57,0.763,0.0,0.208,-5.212,0.036,156.456,0.768,186520,2,1,4,25
A Little More,Alessia Cara,2IG5I8jLFkX8tFSOUH3DzT,0.801,0.478,0.21,0.0,0.152,-11.613,0.0364,96.308,0.23,146173,4,1,3,47
A Man Who Was Gonna Die Young,Eric Church,4tLNKzcRv95bWCtwNpH4w6,0.951,0.511,0.0971,0.0,0.106,-16.561,0.0442,134.936,0.397,193787,11,1,4,41
A Million Random Digits,...And You Will Know Us by the Trail of Dead,6HIhq0AQLGwE6iiB59KSOm,0.0098,0.0797,0.851,0.256,0.318,-7.742,0.0712,63.884,0.197,187699,1,0,4,10
A Million Ways to Die,Alan Jackson,5s2p0YwJG47Y6AhyoDuhKV,0.479,0.696,0.476,0.0,0.196,-10.802,0.0341,110.058,0.787,147867,10,0,4,34
A New House,Deacon Blue,5iBKfMI6dGXknqGcZuGs3P,0.00512,0.456,0.818,2.56e-06,0.315,-5.048,0.038,112.42,0.62,212280,7,1,4,29
A New Reality,Klaxons,1qgYfqgkSEA7b2TnRjJ1GH,0.0108,0.23,0.86,0.00028,0.187,-3.997,0.0439,135.907,0.207,267747,6,0,4,20
A Place With No Name,Michael Jackson,35SI5zFEhOeo4XDBMwS41S,0.0103,0.538,0.698,3.45e-06,0.134,-4.282,0.305,118.752,0.424,335147,11,0,4,58
A Rose By Any Name,Blondie,3IeWjE3ofebFX7FxKjTcHK,0.0618,0.574,0.845,0.0,0.349,-5.097,0.0403,100.008,0.801,214188,0,1,4,21
A Simple Beautiful Truth,Wild Beasts,2TkyyKvoQbuTYcHMlJYsrP,0.859,0.813,0.406,0.0131,0.108,-13.72,0.0395,119.993,0.794,155973,6,0,4,46
A Sky Full Of Stars,Coldplay,0FDzzruyVECATHXKHFs9eJ,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,0.162,267867,6,1,4,88
A Stolen Kiss,Robert Plant,1fhWIeTQdhOFCzJ8NsfbF1,0.869,0.293,0.171,0.129,0.124,-14.415,0.0333,137.295,0.069,313147,5,1,4,22
A Street,Leonard Cohen,57TcSOqWS3AIsTb3BWlZjK,0.655,0.706,0.378,0.00431,0.0849,-12.656,0.0425,80.028,0.708,212773,3,0,4,35
A Tale of 2 Citiez,J. Cole,52A8OAP8lTQKZCj4Rce92B,0.553,0.771,0.536,1.05e-06,0.294,-8.534,0.323,94.995,0.343,269721,11,1,4,68
A Town Called Paradise,Tiesto,42d4hW3lrMIxf2R1IgxoJx,0.00359,0.484,0.812,0.0,0.174,-4.758,0.0468,127.006,0.473,249747,0,1,4,31
A Woman's Rant,Jo Dee Messina,4JFfx4axeCT6ep2UAwkO4E,0.0885,0.74,0.927,0.0,0.354,-3.399,0.0404,120.976,0.925,213373,4,1,4,22
A World With You,Jason Mraz,75FSHhwTzGm1RaTefQtIpP,0.875,0.495,0.307,0.00036,0.125,-13.206,0.0338,117.258,0.21,279080,2,1,3,25
A.K.A.,Jennifer Lopez,2XigeYgSpAjYTWnjjuwEjR,0.111,0.676,0.808,0.0,0.0353,-5.003,0.143,134.933,0.401,228667,8,1,4,26
About The Money,T.I.,1hzJQIkgXwZevaKsc7iA6D,0.0487,0.81,0.721,0.0,0.0886,-4.964,0.265,101.997,0.552,270120,9,0,4,57
Ace In The Hole,Saint Motel,4yZB0cywBNhhpNe9fnqgjz,0.584,0.46,0.793,0.093,0.151,-6.665,0.0434,87.008,0.521,226173,0,1,4,43
Achy Breaky 2,Buck 22,37FK7UA8BqmCllCfFabkLE,0.312,0.654,0.726,0.0,0.0603,-8.354,0.286,74.009,0.94,152221,9,1,4,19
Across The Water,Neneh Cherry,71rR92vH64ovSLUm3ekmoQ,0.516,0.814,0.121,0.0,0.332,-17.759,0.625,70.072,0.279,208887,1,1,4,10
Acting Like That,Yungblud,1Pv3rDsjRl98xEQC56p8A0,6.98e-05,0.522,0.9,0.0,0.3,-2.631,0.0719,160.01,0.579,191067,0,0,4,62
Action Cat,Gerard Way,176J9E3MwJX8eCd3RvS0Nn,4.84e-05,0.375,0.987,0.197,0.0782,-4.647,0.0683,146.971,0.364,187013,1,1,4,44
Add Me In,Chris Brown,7APPdMI01MaPrDDC13SQ4Z,0.0201,0.772,0.823,0.0,0.0862,-4.981,0.0538,113.055,0.843,193160,1,1,4,41
